url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//Jimin_OHBM_Poster_2020_15922357338878403.pdf,TC Ratio Alters Top-Down Processes as a Func. of Cortico-Amygdalar Development,Higher Cognitive Functions,Testosterone-Cortisol Ratio Alters Top-Down Processes as a Function of Cortico-Amygdalar Development,1777
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15922357560612218.pdf,Encoding models of auditory features in movies estimated using transfer learning,Brain Simulation,Encoding models of auditory features in full-length movies estimated using transfer learning,1725
https://cdn-akamai.6connex.com/645/1827//hawco_ohbm2020_poster_1592235758814383.pdf,Individual Variability in Brain Activity during Cognitive Tasks and Relationship,Higher Cognitive Functions,Individual Variability in Brain Activity during Cognitive Tasks and Relationship with Cognition,701
https://cdn-akamai.6connex.com/645/1827//Hervais-Adelman_OHBM20_15922357838922706.pdf,Unpicking the Structural Basis of Speech in Noise Comprehension,Higher Cognitive Functions,When Less is More - Unpicking the structural basis of speech in noise comprehension,745
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_draft_15922358336336250.pdf,Time-Varying Source Reconstruction (tvSR),Modeling and Analysis Methods,Time-Varying Source Reconstruction (tvSR),2029
https://cdn-akamai.6connex.com/645/1827//OHBM20_15922359742483213.pdf,MR-based classifier of arteriolar sclerosis and small vessel atherosclerosis ,Lifespan Development,MR-based classifier of arteriolar sclerosis and small vessel atherosclerosis,897
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_15922404475342502.pdf,Validating target engagement in tDCS using multimodal MRI,Brain Simulation,Validating target engagement in transcranial direct current stimulation (tDCS) using multimodal MRI,26
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15922360806352203.pdf,An Alternative to the Sliding Window: Validating Dynamicity in rs-fMRI,Modeling and Analysis Methods,An Alternative to the Sliding Window: Validating Dynamicity in rs-fMRI with a Data-Driven Approach,1589
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_SanneKikkert_15922361118284137.pdf,Hand & face somatotopy shown using a new MRI-safe vibrotactile device,"Perception, Attention and Motor Behavior",Hand & face somatotopy shown by MRI-safe vibrotactile stimulation with new soft pneumatic actuators,2228
https://cdn-akamai.6connex.com/645/1827//Michalis_Kassinopoulos_P1488_1592236147385374.pdf,Assessment of fMRI Preprocessing Pipelines using Multiple Quality Control Mtrics,Modeling and Analysis Methods,Assessment of fMRI Preprocessing Pipelines using Multiple Quality Control Metrics,1488
https://cdn-akamai.6connex.com/645/1827//posterobm_final_15922361985113587.pdf,Gastric-brain coupling predominates in sensory motor regions,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Gastric-brain coupling predominates in primary and association sensory-motor regions,1330
https://cdn-akamai.6connex.com/645/1827//OHMBposter_2020-KLR_15922362065683624.pdf,Reliability of RSNs in Individuals with Elevated Depression Severity,undefined,Reliability of resting state connectivity networks in individuals with elevated depression severity,1560
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Haddad_Poster315_159223627421757.pdf,Identifying lifestyle factors that promote brain resilience in carriers of two A,Disorders of the Nervous System,Identifying lifestyle factors that promote brain resilience in carriers of two ApoE4 risk variants,315
https://cdn-akamai.6connex.com/645/1827//Poster_Daphne_Stam_OHBM_2020_831_15922363077209153.pdf,Evidence for predictive coding mechanism in repetition suppression for faces,Learning and Memory,Evidence for predictive coding mechanism in repetition suppression for faces in FFA,831
https://cdn-akamai.6connex.com/645/1827//eposter_mingyi_15922451602931288.pdf,Seed-based resting state fMRI data analysis pipeline by using unsupervised machi,Modeling and Analysis Methods,Seed-based resting state fMRI data analysis pipeline by using unsupervised machine learning,1514
https://cdn-akamai.6connex.com/645/1827//TC_OHBM_2020_Poster_15922363576097343.pdf,CNNs for structural MRI classification of cognitive decline on small samples,Modeling and Analysis Methods,Using CNNs for structural MRI classifications of cognitive decline on small samples,1566
https://cdn-akamai.6connex.com/645/1827//2020HBMShin_CAP_final_1592236359296505.pdf,The contribution of physiologic fluctuation to dynamic switching brain network,Modeling and Analysis Methods,The contribution of physiologic fluctuation to dynamic switching large scale brain network,1365
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_1592236367538722.pdf,Multi-echo fMRI and Localization Method Affect Functional Estimates of LC,Modeling and Analysis Methods,Multi-echo fMRI and Localization Method Affect Functional Estimates of the Locus Coeruleus,1742
https://cdn-akamai.6connex.com/645/1827//OHBM_POSTER_DUCLOS_2185_15922364337478501.pdf,Reconfiguration of network hubs under anesthesia may predict consciousness,"Perception, Attention and Motor Behavior",Reconfiguration of network hubs under anesthesia may predict recovery of consciousness,2185
https://cdn-akamai.6connex.com/645/1827//Soch_OHBM_2020_Poster_A_NBD_2020_06_15_15922364763206846.pdf,Decoding behavioral responses from fMRI without learning behavioral responses,Modeling and Analysis Methods,Decoding behavioral responses from fMRI without learning behavioral responses from fMRI,1702
https://cdn-akamai.6connex.com/645/1827//Soch_OHBM_2020_Poster_B_BFA_2020_06_15_15922366113229691.pdf,How are cross-validated decoding accuracies distributed across subjects?,Modeling and Analysis Methods,How are cross-validated decoding accuracies distributed across subjects?,1737
https://cdn-akamai.6connex.com/645/1827//Field_functional_Near_Infrared_Spectroscopy_Neuroimaging_for_Global_Child_Development_1592333126208840.pdf,Field functional Near Infrared Spectroscopy fNIRS Neuroimaging for Global Child,Language,Field functional Near Infrared Spectroscopy fNIRS Neuroimaging for Global Child Development,780
https://cdn-akamai.6connex.com/645/1827//OHBM2020-Harm-Final_15922366436692683.pdf,Scalable Bayesian Model for Harmonising Neuroimaging Features in Multi-site Long,Modeling and Analysis Methods,Scalable Bayesian Model for Harmonising Neuroimaging Features in Multi-site Longitudinal Studies,1950
https://cdn-akamai.6connex.com/645/1827//HBM_2020_AZ_15922366541776680.pdf,Facilitated cortical nociceptive-evoked responses in trained musicians,"Perception, Attention and Motor Behavior",Facilitated Cortical Nociceptive-Evoked Responses in Subjects With Extensive Sensorimotor Training,2295
https://cdn-akamai.6connex.com/645/1827//OHBM20_noddi_diff_subcort_15922366677977084.pdf,Optimization of NODDI subcortical intrinsic parallel diffusivity in children,Modeling and Analysis Methods,Optimization of NODDI subcortical intrinsic parallel diffusivity across development,1757
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_YIngjuan_56x39inches_15922367030584188.pdf,T1w and DTI spatial normalization in older adults: MC or SC Registration,Modeling and Analysis Methods,T1w and DTI spatial normalization in older adults: Multi-channel or Single-channel registration?,1247
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster711_McGuire_15922367603359018.pdf,Individual-specific functional architecture and activation patterns in mPFC,Higher Cognitive Functions,Individual-specific functional architecture and activation patterns in medial prefrontal cortex,711
https://cdn-akamai.6connex.com/645/1827//Soch_OHBM_2020_Poster_C_RDM_2020_06_15_15922367746055880.pdf,Reconstruction of continuous motion direction from fMRI data,"Perception, Attention and Motor Behavior",Reconstruction of continuous motion direction from fMRI data,2315
https://cdn-akamai.6connex.com/645/1827//Chowdury.et.al.06.15.2020.OHBM.AC_15922368065871897.pdf,Failure of network segregation during memory consolidation and retrieval in SCZ.,Learning and Memory,Failure of network segregation during memory consolidation and retrieval in schizophrenia,167
https://cdn-akamai.6connex.com/645/1827//Tavakol_OHBM_2020_3_15922368181414576.pdf,Morphological signatures of human spatial memory,Higher Cognitive Functions,Morphological signatures of human spatial memory,2068
https://cdn-akamai.6connex.com/645/1827//shattuck_ohbm2020_poster_15922368853678172.pdf,Visualization of Very Large Volumetric Images in Virtual Reality,Neuroinformatics and Data Sharing,Visualization of Very Large Volumetric Images in Virtual Reality,1982
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_taylor_apqc_15922369116075303.pdf,More FMRI QC in AFNI: updates for afni_proc.py's automatic HTML review,Modeling and Analysis Methods,More FMRI QC in AFNI: updates for afni_proc.py's automatic HTML review,2051
https://cdn-akamai.6connex.com/645/1827//Final_OHBM_Poster_15922369275618270.pdf,Towards a resource for harmonisation of multi modal brain MRI across scanners​,Modeling and Analysis Methods,"Towards a resource for harmonisation of structural, diffusion and functional MRI across scanners",2032
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_final_draft_15922378662442418.pdf,Dorsal Caudate Connectivity Mediates the Effect of Severe Pediatric Obesity on W,Learning and Memory,Dorsal Caudate Connectivity Mediates the Effect of Severe Pediatric Obesity on Working Memory,803
https://cdn-akamai.6connex.com/645/1827//Lariviere_ENIGMA-COVARIANCE_OHBM2020_15925278049558407.pdf,Structural covariance network changes in focal and generalized epilepsies: a wor,Modeling and Analysis Methods,Structural covariance network changes in focal and generalized epilepsies: a worldwide ENIGMA study,1263
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_Marta_Topor_1592237062788297.pdf,The relationship between motor ability and cognitive control. ,"Perception, Attention and Motor Behavior",The relationship between motor ability and cognitive control.,2013
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_2020_15922371014571542.pdf,ALFF Response Interaction with Learning during Feedback in MS & HC,"Emotion, Motivation and Social Neuroscience",ALFF response interaction with learning during feedback in individuals with MS and healthy controls.,1231
https://cdn-akamai.6connex.com/645/1827//ed_OHBMposter_202006015_15922371386621408.pdf,Altered Neurobehavioral Responses to Social Reciprocity in Women with Bulimia,"Emotion, Motivation and Social Neuroscience",Altered Neurobehavioral Responses to Social Reciprocity in Women with Bulimia Nervosa,175
https://cdn-akamai.6connex.com/645/1827//poster_final_15922438588479974.pdf,Hierarchical Modelling of Individual & Population-Level RSNs from Big fMRI Data,Modeling and Analysis Methods,Hierarchical Modelling of Individual- and Population-Level Resting State Networks from Big fMRI Data,1166
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_AK_1592237227984753.pdf,Task-induced ACC network adjustments mediate effect of childhood psychopathology,Higher Cognitive Functions,Task-induced ACC network adjustments mediate effect of childhood psychopathology on social function,364
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15922372490377216.pdf,Prolactin & the Injured Brain: Longitudinal Diffusion Tensor Imaging Case Study.,Novel Imaging Acquisition Methods,Prolactin and the Injured Brain: A Longitudinal Diffusion Tensor Imaging Case Study.,2105
https://cdn-akamai.6connex.com/645/1827//SAMANTHA_COTE_1848_1592237282742258.pdf,Time-of-Flight-MRA-Derived-Probabilistic-Map of Each Major Cerebral Artery,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Time-of-Flight-MRA-Derived-Probabilistic-Map of Each Major Cerebral Artery,1848
https://cdn-akamai.6connex.com/645/1827//ohbm_EsraAl_2020_15922372962069004.pdf,Neural correlates of numbtouch in healthy subjects,Higher Cognitive Functions,Neural correlates of numbtouch in healthy subjects,640
https://cdn-akamai.6connex.com/645/1827//BLMM_poster_15922376638834642.pdf,BLMM: Parallelised Computing for Big Linear Mixed Models,Modeling and Analysis Methods,BLMM: Parallelized & Distributed Computing for Big Linear Mixed Models,1558
https://cdn-akamai.6connex.com/645/1827//RFrost_poster2157_ohbm_1592237405968587.pdf,Assessment of vNav prospective motion correction in the HCP Aging study,Novel Imaging Acquisition Methods,Assessment of vNav prospective motion correction in the HCP Aging study,2157
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15922374652128308.pdf,What Can MR Spectroscopy Measures of Occipital GABA tell about Visual Plasticity,Learning and Memory,What Can MR Spectroscopy Measures of Occipital GABA tell about Visual Plasticity in Human Adult?,805
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_Draft5_15922384420415133.pdf,Ultra-High Field fMRI Reveals Top-Down Modulations to Identical Visual Input,"Perception, Attention and Motor Behavior",Ultra-High Field fMRI Reveals Top-Down Modulations to Identical Visual Input in High-Level Cortices,2299
https://cdn-akamai.6connex.com/645/1827//OHBM2020_FOCALITY_15922374902124046.pdf,TMS Focality Optimization at the Inner Cortical Surface with Boundary Element Fa,Modeling and Analysis Methods,TMS Focality Optimization at the Inner Cortical Surface with Boundary Element Fast Multipole Method,24
https://cdn-akamai.6connex.com/645/1827//2020OHBM_poster_LJHyeon_reasoning_20jun15_15922375565027170.pdf,Understanding Human Reasoning from the Text of bAbI Dataset,Higher Cognitive Functions,Understanding Human Reasoning from the Text of bAbI Dataset,654
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_-_FINAL_-_2020_15922376216089622.pdf,Brain-behaviour relationships across children with neurodevelopmental disorders,"Emotion, Motivation and Social Neuroscience",Brain-behaviour associations of children with typical development and autism spectrum disorder,1656
https://cdn-akamai.6connex.com/645/1827//OHBM_Keator_NIDM_Terms_2020_15922376494565940.pdf,NIDM-Terms: A Community-Driven Controlled Vocabulary for Brain Initiative Imagin,Neuroinformatics and Data Sharing,NIDM-Terms: A Community-Driven Controlled Vocabulary for Brain Initiative Imaging Experiments,1973
https://cdn-akamai.6connex.com/645/1827//ohbm_surface_placement_15922822153799004.pdf,Multi-modal refinement of pial surfaces based on T1-MPRAGE and T2 images,Modeling and Analysis Methods,Multi-modal refinement of pial surfaces based on T1-MPRAGE and T2 images,1862
https://cdn-akamai.6connex.com/645/1827//Cunningham_OHBM_6.17.2020_V6_15924837381522205.pdf,Functional connectivity between the AMY and pain-related brain regions in FAPD,"Perception, Attention and Motor Behavior",Functional connectivity between the amygdala and pain-related brain regions in youth with FAPD,2293
https://cdn-akamai.6connex.com/645/1827//OHBMPoster_Final_15922377435019958.pdf,White Matter Abnormalities in Military Traumatic Brain Injury,Modeling and Analysis Methods,White Matter Abnormalities in Military Traumatic Brain Injury: Results from ENIGMA Brain Injury,2128
https://cdn-akamai.6connex.com/645/1827//poster_15922377556541048.pdf,A DataLad implementation of a scalable data store for scientific computing,Neuroinformatics and Data Sharing,A model implementation of a scalable data storage for scientific computing with DataLad,1925
https://cdn-akamai.6connex.com/645/1827//OHBM2020_subcortical_auditory_qMRI_15922378920505351.pdf,Mapping the human subcortical auditory system with 3T quantitative MRI,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Mapping the human subcortical auditory system with 3T quantitative MRI,1859
https://cdn-akamai.6connex.com/645/1827//Patel_et_al._OHBM_2020__15922379036677247.pdf,Familial Environment Predicts Variations in Induced Functional Connectivity,"Emotion, Motivation and Social Neuroscience",Familial Environment Predicts Variations in Induced Functional Connectivity to Contextual Valence.,1696
https://cdn-akamai.6connex.com/645/1827//1758-MRI_guided_sectioning_and_stitching_of_brain_blocks_for_alignment_of_histology_to_MR_images-Sethu_15922379131163275.pdf,MRI guided sectioning and stitching of brain blocks for alignment of histology,Modeling and Analysis Methods,MRI guided sectioning and stitching of brain blocks for alignment of histology to MR images,1758
https://cdn-akamai.6connex.com/645/1827//1510_final_15922379416986181.pdf,Isotropic diffusion MRI at high b-values reveals cerebellar changes in movement,Modeling and Analysis Methods,Isotropic diffusion MRI at high b-values reveals cerebellar changes in movement-disorder patients,1510
https://cdn-akamai.6connex.com/645/1827//HBM_2020_Goodale_final_15922379448409737.pdf,Assessing variability in template-based fMRI prediction of vigilance fluctuation,Modeling and Analysis Methods,Assessing variability in template-based fMRI prediction of vigilance fluctuations,1428
https://cdn-akamai.6connex.com/645/1827//Poster_combat3_15922392822516935.pdf,ENIGMA-GAD: Comparisons of Classical method with ComBat to address scanner,Modeling and Analysis Methods,ENIGMA-GAD: Comparison of a classical method with ComBat to address scanner variability,1730
https://cdn-akamai.6connex.com/645/1827//HP_RAP_OHBM_2020_v1_0_15922379504547183.pdf,Deep Net RAP localises life factors affecting brain aging in UK Biobank data,Modeling and Analysis Methods,Deep Net Region-Aligned Prediction (RAP) localises life factors affecting brain aging in UK Biobank,1248
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_Taiane_revised_1592238035030982.pdf,Brain-behaviour associations of children with typical development and autism,Modeling and Analysis Methods,Brain-behaviour associations of children with typical development and autism spectrum disorder,1656
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_K_Fitzgerald_15922380510688693.pdf,"Insula, thalamus and anterior cingulate volume changes after mindfulness trainin",Higher Cognitive Functions,"Insula, thalamus and anterior cingulate volumetric changes after mindfulness training in novices",570
https://cdn-akamai.6connex.com/645/1827//OHBM_Goyal_FinalDraft_Upload_159223805164911.pdf,Replication of positive-negative mode linking connectivity and subject measures,Neuroinformatics and Data Sharing,Replicating Smith et alâ€™s (2015) positive-negative mode linking brain activity and subject measures,1002
https://cdn-akamai.6connex.com/645/1827//2020_STremblay_OHBM_Poster_15922381042841940.pdf,White matter microstructural changes in motor sequence short-term learning,Learning and Memory,White matter microstructural changes in short-term learning of a sequential pinch-force task,823
https://cdn-akamai.6connex.com/645/1827//Moia_OHBM_1509_15922381110809123.pdf,ICA-based denoising strategies in motion correlated tasks with Multi-Echo fMRI,Modeling and Analysis Methods,ICA-based denoising strategies in highly motion correlated tasks with Multi Echo BOLD fMRI,1509
https://cdn-akamai.6connex.com/645/1827//arkhipova_posterOHBM2020_15922381603008709.pdf,Functional plasticity in response to creativity training with music composing,Higher Cognitive Functions,Brain functional plasticity in response to creativity training with music composing,707
https://cdn-akamai.6connex.com/645/1827//Vallotton_poster_15922387611515224.pdf,Degenerative cervical myelopathy leads to neuroplasticity of the cervical spinal,Disorders of the Nervous System,Degenerative cervical myelopathy leads to neuroplasticity of the cervical spinal cord and the brain,445
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Radoman_1592239399639175.pdf,Examining the Latent Structure of Threat Reactivity Using an SEM Approach,Modeling and Analysis Methods,Examining the latent structure of threat reactivity using a structural equation modeling approach,1746
https://cdn-akamai.6connex.com/645/1827//Moia_OHBM_2332_15922382460251119.pdf,Multi-session CVR variability within functional networks,Modeling and Analysis Methods,Multi-session CVR variability within functional networks,2332
https://cdn-akamai.6connex.com/645/1827//OHBM20_LKuhn_15922382842823152.pdf,Sex differences in the neural response to acute psychosocial stress,"Emotion, Motivation and Social Neuroscience",Sex differences in the neural response to acute psychosocial stress,2167
https://cdn-akamai.6connex.com/645/1827//2020ohbm_PiCo_final_15922382901803387.pdf,Brain Decoding of Affective Meaning through Personal Stories,"Emotion, Motivation and Social Neuroscience",Brain Decoding of Affective Meaning through Personal Stories,512
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_15922382929952462.pdf,Identifying data sharing and data reuse in full-text NIMH-funded papers,Neuroinformatics and Data Sharing,Identifying data sharing and data reuse in full-text NIMH-funded papers,1894
https://cdn-akamai.6connex.com/645/1827//martynaplomecka_15922383478236430.pdf,Aging effects of inhibitory control for saccadic eye movements,Novel Imaging Acquisition Methods,Cortical neurodynamics and aging effects of inhibitory control for saccadic eye movements,2099
https://cdn-akamai.6connex.com/645/1827//Renaud_ClusterSlope_OHBM20final_15922383854894886.pdf,Using both Amplitude and Slope Increases Power of Cluster Mass Tests in M/EEG,Modeling and Analysis Methods,Using both the Amplitude and the Slope Increases the Power of Cluster Mass Tests in MEG/EEG,1540
https://cdn-akamai.6connex.com/645/1827//phys2bids_OHBM_15922384856589877.pdf,physiopy/phys2bids: BIDS formatting of physiological recordings,Modeling and Analysis Methods,Physiopy/phys2bids: BIDS formatting of physiological recordings,1956
https://cdn-akamai.6connex.com/645/1827//OHBM2020_OT_CJP_v2_15922389116984013.pdf,Measurement of functional brain networks in people with orthostatic tremor,undefined,Measurement of functional brain network connectivity in people with orthostatic tremor,1604
https://cdn-akamai.6connex.com/645/1827//OHBM2020_TargetedTMS_CJP_v2_15922388715438734.pdf,Change in memory networks after repetitive transcranial magnetic stimulation,undefined,Measuring change in memory networks after targeted repetitive transcranial magnetic stimulation,59
https://cdn-akamai.6connex.com/645/1827//Conference_Poster_OHBM_JD_15922385432736080.pdf,Associations Between Adiposity and Hippocampal Subfield Volume: the IGNITE Study,Lifespan Development,Associations Between Adiposity and Hippocampal Subfield Volume: the IGNITE study,857
https://cdn-akamai.6connex.com/645/1827//Helmer_NIDM_Exp_Terms_OHBM_2020_15922385652741628.pdf,"Constructing a Community-Driven, Structured Vocabulary  for Neuroscience Exp",Neuroinformatics and Data Sharing,"Constructing a Community-Driven, Structured Vocabulary for Describing Neuroscience Experiments",1974
https://cdn-akamai.6connex.com/645/1827//poster-ohbm_15922388428664639.pdf,Combining dense prediction and semi-supervised learning for venous segmentation,Modeling and Analysis Methods,Combining dense prediction and semi-supervised learning for venous segmentation,1631
https://cdn-akamai.6connex.com/645/1827//OHBM2020_SVI_15922386069616193.pdf,Somatovisual processing in the deep layers of the human superior colliculus,"Perception, Attention and Motor Behavior",Somatovisual processing in the deep layers of the human superior colliculus,1853
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_Rootes-Murdy_20200615_15922386394903887.pdf,Positive Psychotic Symptoms Associated with Gray Matter in the Cerebellum in SZ,Disorders of the Nervous System,Positive Symptoms Associated with Gray Matter Patterns in the Cerebellum and OFC in Schizophrenia,216
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15922386446849643.pdf,Effects of Traumatic Brain Injury on motor imagery of BA4a and BA4p,Disorders of the Nervous System,Effects of Traumatic Brain Injury on motor imagery of BA4a and BA4p,207
https://cdn-akamai.6connex.com/645/1827//Poster945_15922386609911990.pdf,Decomposing the role of alpha oscillations during brain maturation,Lifespan Development,Decomposing the role of alpha oscillations during brain maturation using aperiodic signal components,945
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_meta_15922399645444777.pdf,A guide for using neuroimaging meta-analysis techniques  and their variability,Modeling and Analysis Methods,A guide for using neuroimaging meta-analysis techniques and their variability.,1972
https://cdn-akamai.6connex.com/645/1827//OHBM2020_mohammad_rakeen_niaz_poster_final_submitted_link_15922400589262823.pdf,A high spatial resolution diffusion tensor template of the older adult brain,Modeling and Analysis Methods,A high spatial resolution diffusion tensor template of the older adult brain,903
https://cdn-akamai.6connex.com/645/1827//Morozova_OHBM_2020_Poster_15922387061117989.pdf,Fiber characteristics in the human corpus callosum: Aboitiz et al. revisited,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Analysis of fiber characteristics in the isthmus of the corpus callosum: Aboitiz et al. revisited,1841
https://cdn-akamai.6connex.com/645/1827//poster_ohbm_2020_15922549540613557.pdf,Exploring the locus coeruleus with high-field MRI,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Exploring the locus coeruleus with high-field MRI,2024
https://cdn-akamai.6connex.com/645/1827//nieves_ohbm2020_15922388177654170.pdf,Cross-task flexibility of cortical community structure,undefined,Cross-task flexibility of human cerebral cortex,1173
https://cdn-akamai.6connex.com/645/1827//poster_OHBM_15922388403028684.pdf,A single dose of baclofen significantly impairs motor sequence learning,Learning and Memory,"A single, clinically relevant dose of baclofen significantly impairs motor sequence learning",789
https://cdn-akamai.6connex.com/645/1827//OHBM20_XL_15922388521409610.pdf,Evaluating/Improving Cross-Pipeline Reproducibility in Functional Connectomics,Modeling and Analysis Methods,Evaluating and Improving Cross-Pipeline Reproducibility in Functional Connectomics: A Case Study,1979
https://cdn-akamai.6connex.com/645/1827//Saurabh_OHBM_2020_ResearchPoster_15922388831929244.pdf,Dynamic switching between brain networks - A Tri-Network perspective,Learning and Memory,Dynamic switching between brain networks - A Tri-Network perspective,844
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_dcao_15922389174847772.pdf,Automatic Placement of Anatomical Fiducials using Random Forests and 3D Features,Modeling and Analysis Methods,Automatic Placement of Anatomical Fiducials using Regression Forests and 3-Dimensional Features,1403
https://cdn-akamai.6connex.com/645/1827//poster_ohbm20_15922389818252480.pdf,Multi-Compartment modelling of dmri signal shows te-based volume fraction bias,Modeling and Analysis Methods,Multi-compartment modelling of diffusion MRI signal shows TE-based volume fraction bias,1066
https://cdn-akamai.6connex.com/645/1827//DDawson_OHBM2020_poster1646_15922399648377902.pdf,High PPV in classification of non-progression from MCI to dementia,Modeling and Analysis Methods,High positive predictive value in classification of progression from mild cognitive impairment to AD,1138
https://cdn-akamai.6connex.com/645/1827//JWC_ohbm2020_15922391303497735.pdf,Characterization of Individual Variability for the Improvement of Reliability,Modeling and Analysis Methods,Characterization of Individual Variability for the Improvement of Reliability,1555
https://cdn-akamai.6connex.com/645/1827//DNadin_OHBM_DOCMotifs_15922392239134620.pdf,Topographic Brain Network Properties Predict Emergence from DoC,"Perception, Attention and Motor Behavior",Topographic Brain Network Properties Predict Emergence from Disorders of Consciousness,2307
https://cdn-akamai.6connex.com/645/1827//OHBM_POSTER_finally_15922392476618432.pdf,A spatio-temporally consistent longitudinal structural template for older adults,Lifespan Development,A spatio-temporally consistent longitudinal structural template of the older adult brain,927
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_neur608_long_15922439655891455.pdf,Analytic variability in fMRI:  Multivariate and meta-analytic approaches,Modeling and Analysis Methods,Analytic variability in fMRI: Multivariate and meta-analytic approaches to the problem and solution,1903
https://cdn-akamai.6connex.com/645/1827//poster_OHBM2020_rc_final_15923071581282206.pdf,Developmental delay in the use of shared functional processes in the ADHD brain,Lifespan Development,Developmental delay in the use of shared functional processes in the ADHD brain,1612
https://cdn-akamai.6connex.com/645/1827//1747_Hoffstaedter_vestibular_higher-order_15924921414886048.pdf,Influence of vestibular arousal on higher-order functional networks ,Higher Cognitive Functions,Influence of vestibular arousal on higher-order functional networks,1747
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_RStickland_v3_15928693056392265.pdf,Modified rs-fMRI protocol: assessment of vascular function & improved denoising,Modeling and Analysis Methods,Modified resting state fMRI protocol for improved denoising and assessment of vascular function,2317
https://cdn-akamai.6connex.com/645/1827//OHBM_Anderson_poster_36x48_June2020_15922393594727514.pdf,Decoding Identity from Brain Activity elicited during the Recall of Experiences,Language,Decoding Identity from Brain Activity elicited during the Recollection of Personal Experiences,793
https://cdn-akamai.6connex.com/645/1827//shared_response_modelling_of_somatosensory_digit_representations_using_7-tesla_fMRI_15922393830024360.pdf,Shared response modelling of somatosensory digit representations using 7-t fMRI,Modeling and Analysis Methods,Shared response modelling of somatosensory digit representations using 7T fMRI,2197
https://cdn-akamai.6connex.com/645/1827//2020_OHBM_Johnson_ADHD__J_15922393876002365.pdf,Effects of Functional Connectivity on ADHD Relevant Traits during Development,Disorders of the Nervous System,Effects of Functional Connectivity on ADHD Relevant Traits in Normal Developmental Cohort,1614
https://cdn-akamai.6connex.com/645/1827//OHBM20_SVDB_15922394057082850.pdf,The rsHRF toolbox: Additional features & analyses + extended user documentation,Neuroinformatics and Data Sharing,"The rsHRF toolbox (v2.2): Additional features and analyses, and extended user documentation",1929
https://cdn-akamai.6connex.com/645/1827//Paz-Alonso_Lerma-Usabiaga_Ibarbia_HBM2020Poster_15922394267135036.pdf,Involvement of the two main  visual pathways in reading and visual recognition,Language,Involvement of magnocellular and parvocellular pathways in reading and visual recognition,2270
https://cdn-akamai.6connex.com/645/1827//HBM_poster_ZO_15922398988151008.pdf,Changes in Resting-State MEG Spectral Power and Connectivity from Combat PTSD,Disorders of the Nervous System,Changes in Resting-State MEG Spectral Power and Connectivity from Combat Related PTSD,118
https://cdn-akamai.6connex.com/645/1827//HBM2020_poster_1592239539946228.pdf,WISN as a Novel Method  to Investigate White Matter Microstructure,Modeling and Analysis Methods,White Matter Integrity Similarity Networks as a Novel Way to Investigate White Matter Microstructure,1615
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Fatima_Poster_15922395442658140.pdf,Cortical Atrophy in Adults 80+ Years with Superior Memory vs Cognitively Average,Learning and Memory,Cortical Atrophy in Adults 80+ Years with Superior Memory vs Cognitively Average Middle-Age Adults,971
https://cdn-akamai.6connex.com/645/1827//Adrian_Onicas_Visibility_15922395457197104.pdf,Detecting task events in fMRI time series based on visibility graphs​,Modeling and Analysis Methods,Detecting task events in fMRI time series based on the topological structure of visibility graphs,1440
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15922395504194487.pdf,"Automated hippocampal unfolding for quantitative mapping, morphometry, and subfi",Learning and Memory,"Automated hippocampal unfolding for quantitative mapping, morphometry, and subfield definition",1326
